"Preprint Server","Preprint DOI","Latest Version","Date of Latest Version","Title","Byline","Publication DOI","Status","Assessors"
"medRxiv","10.1101/2021.05.18.21257267","1","18/05/2021","Colchicine in patients admitted to hospital with COVID-19 (RECOVERY): a randomised, controlled, open-label, platform trial","Horby, P. W.; Campbell, M.; Spata, E.; Emberson, J. R.; Staplin, N.; Pessoa-Amorim, G.; Peto, L.; Wiselka, M.; Wiffen, L.; Tiberi, S.; Caplin, B.; Wroe, C.; Green, C.; Hine, P.; Prudon, B.; George, T.; Wight, A.; Baillie, J. K.; Basnyat, B.; Buch, M. H.; Chappell, L. C.; Day, J. N.; Faust, S. N.; Hamers, R. L.; Jaki, T.; Juszczak, E.; Jeffery, K.; Lim, W. S.; Montgomery, A.; Mumford, A.; Rowan, K.; Thwaites, G.; Mafham, M.; Haynes, R.; Landray, M. J.","-","publishaheadofprint","-"
"medRxiv","10.1101/2021.05.17.21257309","1","18/05/2021","Mitigating the psychological impacts of COVID-19 restrictions: The Behavioural Activation in Social Isolation (BASIL) pilot randomised controlled trial to prevent depression and loneliness among older people with long term conditions","Gilbody, S.; Littlewood, E.; McMillan, D.; Chew-Graham, C.; Bailey, D.; Gascoyne, S.; Sloane, C.; Burke, L.; Coventry, P.; Crosland, S.; Fairhurst, C.; Henry, A.; Hewitt, C.; Joshi, K.; Ryde, E.; Shearsmith, L.; Traviss-Turner, G.; Woodhouse, R.; Clegg, A.; Gentry, T.; Hill, A. J.; Lovell, K.; Dexter-Smith, S.; Webster, J.; Ekers, D.","10.1371/journal.pmed.1003779","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.05.12.21257133","1","17/05/2021","Effect of polymerized type I collagen in hyperinflammation of adult outpatients with symptomatic COVID-19: a double blind, randomised, placebo-controlled clinical trial.","Mendez-Flores, S.; Priego-Ranero, A. A.; Azamar-Llamas, D.; Olvera-Prado, H.; Rivas-Redondo, K. I.; Ochoa-Hein, E.; Perez-Ortiz, A. C.; Rojas-Castaneda, E.; Urbina-Teran, S.; Septien-Stute, L.; Hernandez-Gilsoul, T.; Aguilar-Morgan, A. A.; Fernandez-Camargo, D. A.; Olivares-Martinez, E.; Hernandez-Ramirez, D. F.; Torres-Villalobos, G.; Furuzawa-Carballeda, J.","10.1002/ctm2.763","publishaheadofprint","CRESS, medRxiv"
"Research Square","10.21203/rs.3.rs-535930/v1","1","17/05/2021","A trial platform to assess approved SARS-CoV-2 vaccines in immunocompromised patients: First sub-protocol for a pilot trial comparing the mRNA vaccines Comirnaty® and Covid-19 mRNA Vaccine Moderna®","Speich, Benjamin; Chammartin, Frédérique; Smith, Daniel; Stoeckle, Marcel P; Amico, Patrizia; Eichenberger, Anna L; Hasse, Barbara; Schuurmans, Macé; Mueller, Thomas; Tamm, Michael; Dickenmann, Michael; Abela, Irene A; Trkola, Alexandra; Hirsch, Hans H; Manuel, Oriol; Cavassini, Matthias; Hemkens, Lars G; Briel, Matthias; Müller, Nicolas J; Rauch, Andri; Günthard, Huldrych F; Koller, Michael T; Bucher, Heiner C; Kusejko, Katharina","10.1186/s13063-021-05664-0","initial deposit","CRESS"
"medRxiv","10.1101/2021.05.17.21257012","1","17/05/2021","Pre-Exposure Prophylaxis with Various Doses of Hdroxychloroquine among high-risk COVID 19 Healthcare Personnel: CHEER randomized controlled trial","Syed, F.; Arif, M. A.; Niazi, R.; Baqar, J. B.; Hashmi, U. L.; Batool, S.; Ashraf, S.; Arshad, J.; Musarrat, S.","10.7759/cureus.20572","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.05.14.21257248","2","17/05/2021","Phase 2 Randomized Trial of an AS03 Adjuvanted Plant-Based Virus-Like Particle Vaccine for Covid-19 in Healthy Adults, Older Adults and Adults with Comorbidities","Gobeil, P.; Pillet, S.; Boulay, I.; Seguin, A.; Makarkov, A.; Heizer, G.; Bhutada, K.; Mahmood, A.; Charland, N.; Trepanier, S.; Hager, K.; Jiang-Wright, J.; Atkins, J.; Cheng, M. P.; Vinh, D. C.; Boutet, P.; Roman, F. P.; Van Der Most, R.; Ceregido, M. A.; Dionne, M.; Tellier, G.; Gauthier, J.-S.; Essink, B.; Libman, M.; Haffizulla, J.; Frechette, A.; D'Aoust, M.-A.; Landry, N.; Ward, B. J.","-","publishaheadofprint","-"
"medRxiv","10.1101/2021.05.13.21256846","1","17/05/2021","Therapeutic Anticoagulation in Non-Critically Ill Patients with Covid-19","Lawler, P. R.; Goligher, E. C.; Berger, J. S.; Neal, M. D.; McVerry, B. J.; Nicolau, J. C.; Gong, M. N.; Carrier, M.; Rosenson, R. S.; Reynolds, H. R.; Turgeon, A. F.; Escobedo, J.; Huang, D. T.; Bradbury, C. A.; Houston, B. L.; Kornblith, L. Z.; Kumar, A.; Kahn, S. R.; Cushman, M.; McQuilten, Z.; Slutsky, A. S.; Kim, K. S.; Gordon, A. C.; Kirwan, B.-A.; Brooks, M. M.; Higgins, A. M.; Lewis, R. J.; Lorenzi, E.; Berry, S. M.; Berry, L. R.; Angus, D. C.; McArthur, C. J.; Webb, S. A.; Farkouh, M. E.; Hochman, J. S.; Zarychanski, R.","10.1056/nejmoa2105911","publishaheadofprint","CRESS"
"medRxiv","10.1101/2021.05.14.21257059","1","16/05/2021","Hydroxychloroquine For Prophylaxis Of COVID-19 In Health Workers: A Randomized Clinical Trial.","Rojas-Serrano, J.; Portillo-Vasquez, A. M.; Thirion-Romero, I.; Vazquez-Perez, J.; Mejia-Nepomuceno, F.; Ramirez-Venegas, A.; Perez-Kawabe, K. M.; Perez-Padilla, R.; RESEARCH GROUP ON HYDROXYCHLOROQUINE FOR COVID-19,  ","10.1371/journal.pone.0261980","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2021.05.13.21256639","1","14/05/2021","Efficacy of the NVX-CoV2373 Covid-19 Vaccine Against the B.1.1.7 Variant","Toback, S.; Heath, P. T.; Galiza, E. P.; Baxter, D.; Boffito, M.; Browne, D.; Burns, F.; Chadwick, D. R.; Clark, R.; Cosgrove, C.; Galloway, J.; Goodman, A. L.; Heer, A.; Higham, A.; Iyengar, S.; Jamal, A.; Jeanes, C.; Kalra, P. A.; Kyriakidou, C.; McAuley, D. F.; Meyrick, A.; Minassian, A. M.; Minton, J.; Moore, P.; Munsoor, I.; Nicholls, H.; Osanlou, O.; Packham, J.; Pretswell, C.; San Francisco Ramos, A.; Saralaya, D.; Sheridan, R. P.; Smith, R.; Soiza, R. L.; Swift, P. A.; Thomson, E. C.; Turner, J.; Viljoen, M. E.; Albert, G.; Cho, I.; Dubovsky, F.; Glenn, G.; Rivers, J.; Robertson, A.; S","10.1056/nejmoa2107659","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.05.14.21256900","1","14/05/2021","Efficacy and Safety of Polyherbal formulation as an add-on to the standard of care in mild to moderate COVID-19: A randomized, double-blind, placebo-controlled trial","Patankar, S. B.; Rangnekar, H.; Joshi, K.; Suryawanshi, K.; Soni, P.; Gorde, A.; Shah, T.; Patankar, S.; Jha, D.; Raje, R.","10.1016/j.jaim.2022.100653","publishaheadofprint","medRxiv"
"medRxiv","10.1101/2021.05.13.21256973","4","14/05/2021","A Randomized Placebo-Controlled Trial of Sarilumab in Hospitalized Patients with Covid-19","Sivapalasingam, S.; Lederer, D.; Bhore, R.; Hajizadeh, N.; Criner, G.; Hosain, R.; Mahmood, A.; Giannelou, A.; Somersan-Karakaya, S.; O'Brien, M.; Boyapati, A.; Parrino, J.; Musser, B.; Labriola-Tompkins, E.; Ramesh, D.; Purcell, L.; Gulabani, D.; Kampman, W.; Waldron, A.; Ng Gong, M.; Saggar, S.; Sperber, S.; Menon, V.; Stein, D.; Sobieszczyk, M.; Park, W.; Aberg, J.; Brown, S.; Kosmicki, J.; Horowitz, J.; Ferreira, M.; Baras, A.; Kowal, B.; DiCioccio, A. T.; Akinlade, B.; Nivens, M.; Braunstein, N.; Herman, G.; Yancopoulos, G.; Weinreich, D.; Sarilumab-COVID-19 Study Team,  ","10.1093/cid/ciac153","publishaheadofprint","CRESS, medRxiv"
"SSRN Electronic Journal","10.2139/ssrn.3830051","1","13/05/2021","Increased Recovery and Survival in Patients With COVID-19 Respiratory Failure Following Treatment with Aviptadil: Report #1 of the ZYESAMI COVID-19 Research Group","Youssef, Jihad G.; Lee, Richard; Javitt, Jonathan; Lavin, Philip; Lenhardt, Rainer; Park, David J; Perez Fernandez, Javier; Morganroth, Melvin; Jayaweera, Dushyantha","10.1097/ccm.0000000000005660","initial deposit","CRESS"
"SSRN Electronic Journal","10.2139/ssrn.3842048","1","13/05/2021","Persuasion and Public Health: Evidence from An Experiment with Religious Leaders during COVID-19 in Pakistan","Vyborny, Kate","-","initial deposit","-"
"SSRN Electronic Journal","10.2139/ssrn.3840099","1","13/05/2021","Standard Prophylactic Versus Intermediate Dose Enoxaparin in Adults with Severe COVID-19: A Multi-Center, Open-Label, Randomised Controlled Trial","Perepu, Usha; Chambers, Isaac; Wahab, Abdul; Ten Eyck, Patrick; Wu, Chaorong; Dayal, Sanjana; Sutamtewagul, Grerk; Bailey, Steven R.; Rosenstein, Lori J.; Lentz, Steven R.","10.1111/jth.15450","initial deposit","CRESS"
"medRxiv","10.1101/2021.05.10.21256192","1","10/05/2021","High Dose Convalescent Plasma in COVID-19: Results from the randomized Trial CAPSID","Koerper, S.; Weiss, M.; Zickler, D.; Wiesmann, T.; Zacharowski, K.; Corman, V. M.; Gruener, B.; Ernst, L.; Spieth, P.; Lepper, P. M.; Bentz, M.; Zinn, S.; Paul, G.; Kalbhenn, J.; Dollinger, M.; Rosenberger, P.; Kirschning, T.; Thiele, T.; Appl, T.; Mayer, B.; Schmidt, M.; Drosten, C.; Wulf, H.; Kruse, J. M.; Jungwirth, B.; Seifried, E.; Schrezenmeier, H.","10.1172/jci152264","publishaheadofprint","medRxiv"
"Research Square","10.21203/rs.3.rs-509122/v1","1","09/05/2021","The Method and Results of a Treatment Targeting SARS-CoV-2-Activated Inflammasomes","LEE, JONG HOON; Kanwar, Badar; Khattak, Asif; Balentine, Jenny; Lee, Chul Joong; Oh, Sang-Suk","10.3390/vaccines9060635","initial deposit","CRESS, crossref"
"Research Square","10.21203/rs.3.rs-506195/v1","1","08/05/2021","Safety and Efficacy of Hydroxychloroquine for Treatment of Non-Severe COVID-19 in Adults in Uganda: A Randomized Open Label Phase II Clinical Trial","Byakika-Kibwika, Pauline; Sekaggya-Wiltshire, Christine; Semakula, Jerome Roy; Nakibuuka, Jane; Musaazi, Joseph; Kayima, James; Sendagire, Cornelius; Meya, David; Kirenga, Bruce; Nanzigu, Sarah; Kwizera, Arthur; Nakwagala, Fred; Kisuule, Ivan; Wayengera, Misaki; Mwebesa, Henry G; Kamya, Moses; Bazeyo, William","10.1186/s12879-021-06897-9","initial deposit","CRESS"
"medRxiv","10.1101/2021.05.07.21256652","1","07/05/2021","Safety and immunogenicity of INO-4800 DNA vaccine against SARS-CoV-2: a preliminary report of a randomized, blinded, placebo-controlled, Phase 2 clinical trial in adults at high risk of viral exposure","Mammen, M. P.; Tebas, P.; Agnes, J.; Giffear, M.; Kraynyak, K. A.; Blackwood, E.; Amante, D.; Reuschel, E. L.; Purwar, M.; Christensen-Quick, A.; Liu, N.; Andrade, V. M.; Carter, J.; Garuffi, G.; Diehl, M. C.; Sylvester, A.; Morrow, M. P.; Pezzoli, P.; Kulkarni, A. J.; Zaidi, F. I.; Frase, D.; Liaw, K.; Badie, H.; Simon, K. O.; Smith, T. R. F.; Ramos, S.; Spitz, R.; Lee, J.; Dallas, M.; Shah Brown, A.; Shea, J. E.; Kim, J. J.; Weiner, D. B.; Broderick, K. E.; Boyer, J. D.; Humeau, L. M.","-","publishaheadofprint","-"
"Research Square","10.21203/rs.3.rs-500168/v1","1","06/05/2021","Pharmacokinetic-based failure of a detergent virucidal for SARS-COV-2 nasal infections","Esther, Charles R.; Kimura, Kyle S.; Mikami, Yu; Edwards, Caitlin E.; Das, Suman R.; Freeman, Michael H.; Strickland, Britton A.; Brown, Hunter M.; Wessinger, Bronson C.; Gupta, Veerain C.; Von Wahlde, Kate; Sheng, Quanhu; Huang, Li Ching; Bacon, Daniel R.; Kimple, Adam J.; Ceppe, Agathe S.; Kato, Takafumi; Pickles, Raymond J.; Randell, Scott H.; Baric, Ralph S.; Turner, Justin H.; Boucher, Richard C.","10.1002/alr.22975","initial deposit","CRESS"
"Research Square","10.21203/rs.3.rs-500523/v1","1","06/05/2021","Hyperbaric Oxygen Therapy For Hospitalized COVID-19 Patients With Moderate To Severe Hypoxia","Jansen, Deepa; Dickstein, Daniel R.; Erazo, Kasandra; Stacom, Ellen; Lee, David C.; Wainwright, Sandra K.","10.22462/05.06.2022.3","initial deposit","CRESS"
"medRxiv","10.1101/2021.05.01.21256470","1","05/05/2021","LENZILUMAB EFFICACY AND SAFETY IN NEWLY HOSPITALIZED COVID-19 SUBJECTS: RESULTS FROM THE LIVE-AIR PHASE 3 RANDOMIZED DOUBLE-BLIND PLACEBO-CONTROLLED TRIAL","Temesgen, Z.; Burger, C. D.; Baker, J.; Polk, C.; Libertin, C.; Kelley, C.; Marconi, V. C.; Orenstein, R.; Durrant, C.; Chappell, D.; Ahmed, O.; Chappell, G.; Badley, A.","10.1016/j.chest.2021.08.029","publishaheadofprint","CRESS"
"SSRN Electronic Journal","10.2139/ssrn.3834311","1","05/05/2021","Timely Administration of Tocilizumab Improves Survival of Hospitalized COVID-19 Patients","Rutgers, Abraham; Westerweel, Peter E.; van der Holt, Bronno; Postma, Simone; van Vonderen, Marit G.A.; Piersma, Djura P.; Postma, Douwe; van den Berge, Maarten; Jong, Eefje; de Vries, Marten; van der Burg, Leonie; Huugen, Dennis; van der Poel, Marjolein; Kampschreur, Linda M.; Nijland, Marcel; Strijbos, Jaap H.; Tamminga, Menno; Mutsaers, Pim G. N. J.; Schol-Gelok, Suzanne; Dijkstra-Tiekstra, Margriet; Sidorenkov, Grigory; Vincenten, Julien; van Geffen, Wouter H.; Knoester, Marjolein; Kosterink, Jos; Gans, Reinold; Stegeman, Coen; Huls, Gerwin; van Meerten, Tom","10.1371/journal.pone.0271807","initial deposit","CRESS"
"Research Square","10.21203/rs.3.rs-495945/v1","1","05/05/2021","Cluster Randomised Trials - Ivermectin Repurposing For COVID-19 Treatment Of Outpatients With Mild Disease In Primary Health Care Centers","Chahla, Rossana Elena; Ruiz, Luis Medina; Mena, Teresa; Brepe, Yolanda; Terranova, Paola; Ortega, Eugenia Silvana; Barrenechea, Guillermo; Goroso, Daniel Gustavo; de Bruno, María de los Ángeles Peral","10.33448/rsd-v11i8.30844","initial deposit","CRESS"
"medRxiv","10.1101/2021.05.03.21256309","1","05/05/2021","Optimal dose and safety of molnupiravir in patients with early SARS-CoV-2: a phase 1, dose-escalating, randomised controlled study","Khoo, S. H.; FitzGerald, R.; Fletcher, T.; Ewings, S.; Jaki, T.; Lyon, R.; Downs, N.; Walker, L.; Tansley-Hancock, O.; Greenhalf, W.; Woods, C.; Reynolds, H.; Marwood, E.; Mozgunov, P.; Adams, E.; Bullock, K.; Holman, W.; Bula, M. D.; Gibney, J. L.; Saunders, G.; Corkhill, A.; Hale, C.; Thorne, K.; Chiong, J.; Condie, S.; Pertinez, H.; Painter, W.; Wrixon, E.; Johnson, L.; Yeats, S.; Mallard, K.; Radford, M.; Fines, K.; Shaw, V.; Owen, A.; Lalloo, D. G.; Jacobs, M.; Griffiths, G.","10.1093/jac/dkab318","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2021.04.30.21255934","2","03/05/2021","Efficacy and safety of baricitinib in patients with COVID-19 infection: Results from the randomised, double-blind, placebo-controlled, parallel-group COV-BARRIER phase 3 trial","Marconi, V. C.; Ramanan, A. V.; de Bono, S.; Kartman, C.; Krishnan, V.; Liao, R.; Piruzeli, M. L. B.; Goldman, J. D.; Alatorre-Alexander, J.; de Cassia Pellegrini, R.; Estrada, V.; Som, M.; Cardoso, A.; Chakladar, S.; Crowe, B.; Reis, P.; Zhang, X.; Adams, D. H.; Ely, E. W.","10.1016/s2213-2600(21)00331-3","publishaheadofprint","CRESS"
"Research Square","10.21203/rs.3.rs-486904/v1","1","01/05/2021","Efficacy of Yoga Nidra vs Supine Relaxation Technique on Depression, Anxiety, Insomnia in frontline COVID-19 Health Care Workers: A Randomized Controlled Trial","Gunjiganvi, Mallikarjun; Gurjar, Mohan; Mishra, Prabhakar","-","initial deposit","-"
"SSRN Electronic Journal","10.2139/ssrn.3829663","1","01/05/2021","Favipiravir and Hydroxychloroquine Combination Therapy in Patients with Moderate to Severe COVID-19 (FACCT): An Open-Label, Multicentre, Randomised, Controlled Trial","Bosaeed, Mohammed; Mahmoud, Ebrahim; Alharbi, Ahmad; Altayeib, Hadeel; Albayat, Hawra; Alharbi, Faisal; Ghalilah, Khalid; Al Arfaj, Abdulmajid; AlJishi, Jumana; Alarfaj, Abdullatif; Alqahtani, Hajar; Almutairi, Badriah M.; Almaghaslah, Manar; Alyahya, Nawaf M.; Bawazir, Abdullah; AlEisa, Saud; Alsaedy, Abdulrahman; Bouchama, Abderrezak; Alharbi, Malak; AlShamrani, Majid; Al Johani, Sameera; Aljeraisy, Majed; Alzahrani, Mohammed; Althaqafi, Abdulhakeem O.; Almarhabi, Hassan; Alotaibi, Athari; Alqahtani, Nasser; Arabi, Yaseen; Aldibasi, Omar; Alaskar, Ahmad","10.1007/s40121-021-00496-6","initial deposit","CRESS"
"medRxiv","10.1101/2021.04.28.21255834","2","29/04/2021","Pyridostigmine in adults with severe SARS-CoV-2 infection: the PISCO trial","Fragoso-Saavedra, S.; Nunez, I.; Audelo-Cruz, B. M.; Arias-Martinez, S.; Manzur-Sandoval, D.; Quintero-Villegas, A.; Garcia-Gonzalez, H. B.; Carbajal-Morelos, S. L.; Ponce de Leon-Rosales, S.; Gotes-Palazuelos, J.; Caro-Vega, Y.; Maza-Larrea, J.; Batina, I.; Islas-Weinstein, L.; Calva, J. J.; Iruegas-Nunez, D. A.; Belaunzaran-Zamudio, P. F.; Sierra-Madero, J.; Crispin, J. C.; Valdes-Ferrer, S. I.","-","publishaheadofprint","-"
"Research Square","10.21203/rs.3.rs-477300/v1","1","29/04/2021","Accelerated First-in-Human Clinical Trial of EIDD-2801/MK-4482 (molnupiravir), a Ribonucleoside Analogue with Potent Antiviral Activity Against SARS-CoV-2","Cohen, Oren; Holman, Wendy; Holman, Wayne; Painter, Wendy; McIntosh, Stacy; Painter, George; Bush, Jim","10.1186/s13063-021-05538-5","initial deposit","CRESS"
"medRxiv","10.1101/2021.04.27.21256221","1","28/04/2021","The herbal combination of Sugarcane, Black Myrobalan, and mastic as a supplementary treatment for COVID-19: a randomized clinical trial","Hashemi Shiri, A.; Rayatdoost, E.; Afkhami, H.; Ravanshad, R.; Hosseini, S. E.; Kalani, N.; Raoufi, R.","-","publishaheadofprint","-"
"medRxiv","10.1101/2021.04.21.21255807","1","27/04/2021","A randomised clinical trial of azithromycin versus standard care in ambulatory COVID-19 - the ATOMIC2 trial","Hinks, T. S.; Cureton, L.; Knight, R.; Wang, A.; Cane, J. L.; Barber, V. S.; Black, J.; Dutton, S. J.; Melhorn, J.; Jabeen, M.; Moss, P.; Garlapati, R.; Baron, T.; Johnson, G.; Cantle, F.; Clarke, D.; Elkhodair, S.; Underwood, J.; Lasserson, D.; Pavord, I. D.; Morgan, S. B.; Richards, D.","10.1016/s2213-2600(21)00263-0","publishaheadofprint","CRESS, crossref, medRxiv"
"Research Square","10.21203/rs.3.rs-468871/v1","1","27/04/2021","Clinical outcomes of intravenous immunoglobulin therapy in COVID-19 related acute respiratory distress syndrome: a retrospective cohort study","Ali, Husain S; Elshafei, Moustafa S; Saad, Mohamed O; Mitwally, Hassan A; Wraidat, Mohammad Al; Aroos, Asra; Shaikh, Nissar; Ananthegowda, Dore C; Abdelaty, Mohamed A; George, Saibu; Nashwan, Abdulqadir J; Mohamed, Ahmed S; Khatib, Mohamad Y","10.1186/s12890-021-01717-x","initial deposit","CRESS"
"Research Square","10.21203/rs.3.rs-463449/v1","1","26/04/2021","Use of telemedicine for follow-up of lupus nephritis in the COVID-19 outbreak: the 6-month results of a randomized controlled trial","SO, Ho; CHOW, Evelyn; CHENG, Isaac T; LAU, Sze-Lok; LI, Tena K; SZETO, Cheuk-Chun; TAM, Lai Shan","10.1136/annrheumdis-2021-eular.580, 10.1177/09612033221084515","initial deposit","CRESS, crossref"
"Research Square","10.21203/rs.3.rs-463921/v1","1","26/04/2021","Tocilizumab Failed to Reduce Mortality in Severe COVID-19 Patients: Results From a ¿Randomized Controlled Clinical Trial","Talaschian, Mona; Akhtari, Maryam; Mahmoudi, Mahdi; Mostafaei, Shayan; Jafary, Mohamadreza; Husseini, Atiyeh Sadat; Sadeghi, Kourosh; Moghadam, Keivan Gohari; Tadi, Hengameh Ansari; Jamshidi, Ahmadreza","-","initial deposit","-"
"medRxiv","10.1101/2021.04.24.21255892","3","25/04/2021","Safety and efficacy of Pulmonary physiotherapy in hospitalized patients with severe COVID-19 pneumonia (PPTCOVID Study): A prospective, randomised, single-blind, controlled trial","Javaherian, M.; Shadmehr, A.; Keshtkar, A.; Beigmohammadi, M. T.; Dabbaghipour, N.; Syed, A.; Attarbashi Moghaddam, B.","-","publishaheadofprint","-"
"Research Square","10.21203/rs.3.rs-462937/v1","1","25/04/2021","The Efficacy of Famotidine in improvement of outcomes in Hospitalized COVID-19 Patients: A phase III randomised clinical trial","Samimagham, Hamid Reza; Azad, Mehdi Hassani; Haddad, Maryam; Arabi, Mohsen; Hooshyar, Dariush; KazemiJahromi, Mitra","-","initial deposit","-"
"SSRN Electronic Journal","10.2139/ssrn.3827019","1","24/04/2021","A Randomised Clinical Trial of Azithromycin Versus Standard Care in Ambulatory COVID-19 – The ATOMIC2 Trial","Hinks, Timothy SC; Cureton, Lucy; Knight, Ruth; Wang, Ariel; Cane, Jennifer L.; Barber, Vicki S.; Black, Joanna; Dutton, Susan J.; Melhorn, James; Jabeen, Maisha F.; Moss, Phil; Garlapati, Rajendar; Baron, Tanya; Johnson, Graham; Cantle, Fleur; Clarke, David; Elkhodair, Samer; Underwood, Jonathan; Lasserson, Daniel; Pavord, Ian; Morgan, Sophie B.; Richards, Duncan","10.1016/s2213-2600(21)00263-0","initial deposit","CRESS"
"SSRN Electronic Journal","10.2139/ssrn.3827984","1","23/04/2021","Framing of Economic News and Policy Support During a Pandemic: Evidence from an Information Provision Experiment","Bareinz, Patrick; Koenings, Fabian","-","initial deposit","-"
"medRxiv","10.1101/2021.04.14.21255519","1","20/04/2021","The COvid-19 Pandemic and Exercise (COPE) Trial: A multi-group randomized controlled trial comparing effects of an app-based, at-home exercise program to waitlist control on depressive symptoms","Puterman, E.; Hives, B.; Mazara, N.; Grishin, N.; Webster, J.; Hutton, S.; Koehle, M.; Liu, Y.; Beauchamp, M.","10.1136/bjsports-2021-104379","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2021.04.20.21255662","1","20/04/2021","Ruxolitinib versus Dexamethasone in Hospitalized Adults with Covid-19: multicenter matched-controlled study","Stanevich, O. V.; Fomina, D. S.; Bakulin, I. G.; Galeev, S. I.; Bakin, E. A.; Belash, V. A.; Kulikov, A. N.; Lebedeva, A. A.; Lioznov, D. A.; Polushin, Y. S.; Shlyk, I. V.; Vorobyev, E. A.; Vorobyeva, S. V.; Surovceva, T. V.; Bakulina, N. V.; Lysenko, M. A.; Moiseev, I. S.","10.1186/s12879-021-06982-z","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2021.04.19.21255441","2","20/04/2021","Early treatment with nitazoxanide prevents worsening of mild and moderate COVID-19 and subsequent hospitalization","Rossignol, J.-F.; Bardin, M. C.; Oaks, J. B.; Bostick, B. G.; Vora, K. N.; Fulgencio, J.; Mogelnicki, D.; Brechot, C.","10.1016/j.eclinm.2022.101310","publishaheadofprint","CRESS"
"medRxiv","10.1101/2021.04.18.21255699","1","20/04/2021","INTRANASAL APPLICATION OF LACTOCOCCUS LACTIS W 136 BACTERIA EARLY IN COVID 19 INFECTION MAY HAVE A BENEFICIAL IMMUNOMODULATORY EFFECT: A PROOF-OF-CONCEPT STUDY","Mfuna Endam, L.; Tremblay, C.; Filali, A.; Desrosiers, M. Y.","-","publishaheadofprint","-"
"medRxiv","10.1101/2021.04.15.21255549","1","20/04/2021","Pharmacokinetics and safety of XAV-19, a swine glyco-humanized polyclonal anti-SARS-CoV-2 antibody, for COVID-19-related moderate pneumonia: a randomized, double-blind, placebo-controlled, phase IIa study","Gaborit, B.; Dailly, E.; Vanhove, B.; Josien, R.; Lacombe, K.; Dubee, V.; Ferre, V.; Brouard, S.; Ader, F.; Vibet, M.-A.; Le Thuaut, A.; Danger, R.; Omnes, A. O.; Berly, L.; Chiffoleau, A.; Jobert, A.; Duvaux, O.; Raffi, F.","10.1128/aac.01237-21","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2021.04.15.21255300","1","20/04/2021","A Feasibility Trial to Evaluate the Composite Efficacy of Inhaled Nitric Oxide in the Treatment of Covid 19 Pneumonia : Impact on Viral Load and Clinical Outcomes","Moni, M.; Madathil, T.; Sathyapalan, D.; Menon, V.; Gutjahr, G.; Edathadathil, F.; Sureshkumar, D.; Prasanna, P.; Jose, S.; Jerome, R.; Krishnan, A.; Pillai, I.; Kumar, G.; Nair, B.; Jayant, A.","10.1097/im9.0000000000000079","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.04.14.21255475","1","17/04/2021","A Randomized Trial of Otilimab in Severe COVID-19 Pneumonia (OSCAR)","Patel, J.; Beishuizen, A.; Bocca Ruiz, X.; Boughanmi, H.; Cahn, A.; Criner, G. J.; Davy, K.; de-Miguel-Diez, J.; Fernandes, S.; Francois, B.; Gupta, A.; Hanrott, K.; Hatlen, T.; Inman, D.; Isaacs, J. D.; Jarvis, E.; Kostina, N.; Lacherade, J.-C.; Martinez-Ayala, P.; McEvoy, C.; Munoz-Bermudez, R.; Neisen, J.; Plantefeve, G.; Schifano, L.; Schwab, L.; Shahid, Z.; Shirano, M.; Smith, J. E.; Sprinz, E.; Summers, C.; Terzi, N.; Tidswell, M. A.; Williamson, R.; Wyncoll, D.; Layton, M.","10.1183/13993003.01870-2021","publishaheadofprint","medRxiv"
"medRxiv","10.1101/2021.04.16.21255256","1","16/04/2021","Randomized, Comparative, Clinical Trial to Evaluate Efficacy and Safety of PNB001 in Moderate COVID-19 Patients","Lattman, E.; Bhalerao, P.; BL, S.; Nargundkar, N.; Lattmann, P.; Pillai K, S.; Balaram, P. N.","10.23880/mjccs-16000297","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.04.13.21255409","1","15/04/2021","Efficacy of a nasal spray containing Iota-Carrageenan in the prophylaxis of COVID-19 in hospital personnel dedicated to patients care with COVID-19 disease. A pragmatic multicenter, randomized, double-blind, placebo-controlled trial (CARR-COV-02)","Figueroa, J. M.; Lombardo, M.; Dogliotti, A.; Flynn, L.; Giugliano, R. P.; Simonelli, G.; Valentini, R.; Ramos, A.; Romano, P.; Marcote, M.; Michelini, A.; Salvado, A.; Sykora, E.; Kniz, C.; Kobelinsky, M.; Salzberg, D.; Jerusalinsky, D.; Uchitel, O.; CARR-COV2 Trial Group,  ","10.2147/ijgm.s328486","publishaheadofprint","CRESS, crossref, medRxiv"
